"","subid","submit.date","submit.time","trial.num","itemNum","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt","numPic","interval","test","exp","day.and.time","correct","include","first.trial","numPicN","intervalN"
"328","1237","Aug 05 2013","23:18:40",20,7,"Same",0,"Novel106",2,"Novel21",0,534,"8","7",1,"Exp 2",15922.9712962963,FALSE,TRUE,FALSE,8,7
"329","1238","Aug 10 2013","13:08:16",7,0,"New Label",1,"Novel41",0,"Novel57",1,3226,"3","1",1,"Exp 2",15927.5474074074,FALSE,TRUE,TRUE,3,1
"330","1238","Aug 10 2013","13:08:16",8,1,"Same",1,"Novel98",0,"Novel98",0,3620,"3","1",1,"Exp 2",15927.5474074074,TRUE,TRUE,FALSE,3,1
"331","1238","Aug 10 2013","13:08:16",11,2,"New Label",0,"Novel90",2,"Novel121",2,2226,"3","1",1,"Exp 2",15927.5474074074,FALSE,TRUE,FALSE,3,1
"332","1238","Aug 10 2013","13:08:16",12,3,"Same",1,"Novel33",2,"Novel33",2,3675,"3","1",1,"Exp 2",15927.5474074074,TRUE,TRUE,FALSE,3,1
"333","1238","Aug 10 2013","13:08:16",15,4,"New Label",0,"Novel134",0,"Novel134",1,1980,"3","1",1,"Exp 2",15927.5474074074,TRUE,TRUE,FALSE,3,1
"334","1238","Aug 10 2013","13:08:16",16,5,"Same",0,"Novel67",1,"Novel67",0,2119,"3","1",1,"Exp 2",15927.5474074074,TRUE,TRUE,FALSE,3,1
"335","1238","Aug 10 2013","13:08:16",19,6,"New Label",1,"Novel42",1,"Novel45",2,3200,"3","1",1,"Exp 2",15927.5474074074,FALSE,TRUE,FALSE,3,1
"336","1238","Aug 10 2013","13:08:16",20,7,"Same",0,"Novel124",2,"Novel124",1,3224,"3","1",1,"Exp 2",15927.5474074074,TRUE,TRUE,FALSE,3,1
"337","1239","Aug 14 2013","22:09:14",6,0,"New Label",1,"Novel3",1,"Novel32",0,5267,"4","0",1,"Exp 2",15931.9230787037,FALSE,TRUE,TRUE,4,0
"338","1239","Aug 14 2013","22:09:14",8,1,"Same",1,"Novel65",2,"Novel65",2,3319,"4","0",1,"Exp 2",15931.9230787037,TRUE,TRUE,FALSE,4,0
"339","1239","Aug 14 2013","22:09:14",10,2,"New Label",0,"Novel51",0,"Novel10",3,3258,"4","0",1,"Exp 2",15931.9230787037,FALSE,TRUE,FALSE,4,0
"340","1239","Aug 14 2013","22:09:14",12,3,"Same",1,"Novel94",0,"Novel94",0,1445,"4","0",1,"Exp 2",15931.9230787037,TRUE,TRUE,FALSE,4,0
"341","1239","Aug 14 2013","22:09:14",14,4,"New Label",0,"Novel6",1,"Novel118",3,2959,"4","0",1,"Exp 2",15931.9230787037,FALSE,TRUE,FALSE,4,0
"342","1239","Aug 14 2013","22:09:14",16,5,"Same",0,"Novel111",0,"Novel111",3,1356,"4","0",1,"Exp 2",15931.9230787037,TRUE,TRUE,FALSE,4,0
"343","1239","Aug 14 2013","22:09:14",18,6,"New Label",1,"Novel133",3,"Novel133",3,4345,"4","0",1,"Exp 2",15931.9230787037,TRUE,TRUE,FALSE,4,0
"344","1239","Aug 14 2013","22:09:14",20,7,"Same",0,"Novel8",2,"Novel8",1,1164,"4","0",1,"Exp 2",15931.9230787037,TRUE,TRUE,FALSE,4,0
"345","1240","Aug 10 2013","13:23:31",7,0,"Same",1,"Novel93",2,"Novel93",2,4089,"8","1",1,"Exp 2",15927.5579976852,TRUE,TRUE,TRUE,8,1
"346","1240","Aug 10 2013","13:23:31",8,1,"New Label",1,"Novel130",4,"Novel130",4,3298,"8","1",1,"Exp 2",15927.5579976852,TRUE,TRUE,FALSE,8,1
"347","1240","Aug 10 2013","13:23:31",11,2,"Same",0,"Novel68",7,"Novel68",3,4657,"8","1",1,"Exp 2",15927.5579976852,TRUE,TRUE,FALSE,8,1
"348","1240","Aug 10 2013","13:23:31",12,3,"New Label",0,"Novel4",6,"Novel33",2,5669,"8","1",1,"Exp 2",15927.5579976852,FALSE,TRUE,FALSE,8,1
"349","1240","Aug 10 2013","13:23:31",15,4,"Same",0,"Novel17",7,"Novel17",4,2518,"8","1",1,"Exp 2",15927.5579976852,TRUE,TRUE,FALSE,8,1
"350","1240","Aug 10 2013","13:23:31",16,5,"New Label",0,"Novel78",2,"Novel15",6,5606,"8","1",1,"Exp 2",15927.5579976852,FALSE,TRUE,FALSE,8,1
"351","1240","Aug 10 2013","13:23:31",19,6,"Same",1,"Novel48",2,"Novel48",2,2814,"8","1",1,"Exp 2",15927.5579976852,TRUE,TRUE,FALSE,8,1
"352","1240","Aug 10 2013","13:23:31",20,7,"New Label",1,"Novel88",1,"Novel108",6,8631,"8","1",1,"Exp 2",15927.5579976852,FALSE,TRUE,FALSE,8,1
"353","1241","Aug 15 2013","05:26:23",6,0,"New Label",1,"Novel119",1,"Novel95",0,1440,"2","0",1,"Exp 2",15932.2266550926,FALSE,TRUE,TRUE,2,0
"354","1241","Aug 15 2013","05:26:23",8,1,"Same",1,"Novel91",1,"Novel91",1,1266,"2","0",1,"Exp 2",15932.2266550926,TRUE,TRUE,FALSE,2,0
"355","1241","Aug 15 2013","05:26:23",10,2,"New Label",1,"Novel55",1,"Novel55",1,2322,"2","0",1,"Exp 2",15932.2266550926,TRUE,TRUE,FALSE,2,0
"356","1241","Aug 15 2013","05:26:23",12,3,"Same",0,"Novel96",1,"Novel96",0,1243,"2","0",1,"Exp 2",15932.2266550926,TRUE,TRUE,FALSE,2,0
"357","1241","Aug 15 2013","05:26:23",14,4,"New Label",0,"Novel25",1,"Novel4",1,3656,"2","0",1,"Exp 2",15932.2266550926,FALSE,TRUE,FALSE,2,0
"358","1241","Aug 15 2013","05:26:23",16,5,"Same",1,"Novel115",0,"Novel115",0,995,"2","0",1,"Exp 2",15932.2266550926,TRUE,TRUE,FALSE,2,0
"359","1241","Aug 15 2013","05:26:23",18,6,"New Label",0,"Novel26",1,"Novel24",1,1348,"2","0",1,"Exp 2",15932.2266550926,FALSE,TRUE,FALSE,2,0
"360","1241","Aug 15 2013","05:26:23",20,7,"Same",0,"Novel87",1,"Novel87",0,1450,"2","0",1,"Exp 2",15932.2266550926,TRUE,TRUE,FALSE,2,0
"361","1242","Aug 10 2013","10:35:57",13,0,"New Label",1,"Novel91",0,"Novel130",2,1918,"4","7",1,"Exp 2",15927.4416319444,FALSE,TRUE,TRUE,4,7
"362","1242","Aug 10 2013","10:35:57",14,1,"Same",1,"Novel93",2,"Novel36",0,2080,"4","7",1,"Exp 2",15927.4416319444,FALSE,TRUE,FALSE,4,7
"363","1242","Aug 10 2013","10:35:57",15,2,"New Label",0,"Novel1",0,"Novel86",3,1623,"4","7",1,"Exp 2",15927.4416319444,FALSE,TRUE,FALSE,4,7
"364","1242","Aug 10 2013","10:35:57",16,3,"Same",0,"Novel26",1,"Novel26",3,1843,"4","7",1,"Exp 2",15927.4416319444,TRUE,TRUE,FALSE,4,7
"365","1242","Aug 10 2013","10:35:57",17,4,"New Label",1,"Novel38",0,"Novel74",3,1705,"4","7",1,"Exp 2",15927.4416319444,FALSE,TRUE,FALSE,4,7
"366","1242","Aug 10 2013","10:35:57",18,5,"Same",0,"Novel94",3,"Novel81",1,1055,"4","7",1,"Exp 2",15927.4416319444,FALSE,TRUE,FALSE,4,7
"367","1242","Aug 10 2013","10:35:57",19,6,"New Label",0,"Novel15",1,"Novel129",0,2387,"4","7",1,"Exp 2",15927.4416319444,FALSE,TRUE,FALSE,4,7
"368","1242","Aug 10 2013","10:35:57",20,7,"Same",1,"Novel98",2,"Novel13",3,1773,"4","7",1,"Exp 2",15927.4416319444,FALSE,TRUE,FALSE,4,7
"369","1243","Aug 05 2013","21:48:01",7,0,"New Label",0,"Novel133",1,"Novel19",2,1865,"4","1",1,"Exp 2",15922.9083449074,FALSE,TRUE,TRUE,4,1
"370","1243","Aug 05 2013","21:48:01",8,1,"Same",0,"Novel60",1,"Novel60",0,1117,"4","1",1,"Exp 2",15922.9083449074,TRUE,TRUE,FALSE,4,1
"371","1243","Aug 05 2013","21:48:01",11,2,"New Label",1,"Novel105",2,"Novel105",2,1345,"4","1",1,"Exp 2",15922.9083449074,TRUE,TRUE,FALSE,4,1
"372","1243","Aug 05 2013","21:48:01",12,3,"Same",1,"Novel62",0,"Novel62",0,1273,"4","1",1,"Exp 2",15922.9083449074,TRUE,TRUE,FALSE,4,1
"373","1243","Aug 05 2013","21:48:01",15,4,"New Label",1,"Novel80",2,"Novel32",1,992,"4","1",1,"Exp 2",15922.9083449074,FALSE,TRUE,FALSE,4,1
"374","1243","Aug 05 2013","21:48:01",16,5,"Same",1,"Novel64",0,"Novel64",0,1401,"4","1",1,"Exp 2",15922.9083449074,TRUE,TRUE,FALSE,4,1
"375","1243","Aug 05 2013","21:48:01",19,6,"New Label",0,"Novel101",0,"Novel101",2,1052,"4","1",1,"Exp 2",15922.9083449074,TRUE,TRUE,FALSE,4,1
"376","1243","Aug 05 2013","21:48:01",20,7,"Same",0,"Novel14",3,"Novel14",1,997,"4","1",1,"Exp 2",15922.9083449074,TRUE,TRUE,FALSE,4,1
"377","1244","Aug 10 2013","09:58:48",13,0,"Same",1,"Novel96",2,"Novel91",0,2088,"3","7",1,"Exp 2",15927.4158333333,FALSE,TRUE,TRUE,3,7
"378","1244","Aug 10 2013","09:58:48",14,1,"New Label",0,"Novel32",0,"Novel54",2,4341,"3","7",1,"Exp 2",15927.4158333333,FALSE,TRUE,FALSE,3,7
"379","1244","Aug 10 2013","09:58:48",15,2,"Same",1,"Novel121",1,"Novel66",0,2876,"3","7",1,"Exp 2",15927.4158333333,FALSE,TRUE,FALSE,3,7
"380","1244","Aug 10 2013","09:58:48",16,3,"New Label",0,"Novel27",1,"Novel21",2,3552,"3","7",1,"Exp 2",15927.4158333333,FALSE,TRUE,FALSE,3,7
"381","1244","Aug 10 2013","09:58:48",17,4,"Same",0,"Novel86",0,"Novel86",2,13789,"3","7",1,"Exp 2",15927.4158333333,TRUE,TRUE,FALSE,3,7
"382","1244","Aug 10 2013","09:58:48",18,5,"New Label",1,"Novel51",2,"Novel11",0,1727,"3","7",1,"Exp 2",15927.4158333333,FALSE,TRUE,FALSE,3,7
"383","1244","Aug 10 2013","09:58:48",19,6,"Same",0,"Novel38",2,"Novel38",1,1711,"3","7",1,"Exp 2",15927.4158333333,TRUE,TRUE,FALSE,3,7
"384","1244","Aug 10 2013","09:58:48",20,7,"New Label",1,"Novel72",0,"Novel34",1,1421,"3","7",1,"Exp 2",15927.4158333333,FALSE,TRUE,FALSE,3,7
"385","1245","Aug 05 2013","18:30:03",7,0,"Same",1,"Novel86",1,"Novel86",1,946,"3","1",1,"Exp 2",15922.7708680556,TRUE,TRUE,TRUE,3,1
"386","1245","Aug 05 2013","18:30:03",8,1,"New Label",1,"Novel105",2,"Novel131",1,2808,"3","1",1,"Exp 2",15922.7708680556,FALSE,TRUE,FALSE,3,1
"387","1245","Aug 05 2013","18:30:03",11,2,"Same",0,"Novel8",2,"Novel8",1,2514,"3","1",1,"Exp 2",15922.7708680556,TRUE,TRUE,FALSE,3,1
"388","1245","Aug 05 2013","18:30:03",12,3,"New Label",0,"Novel111",2,"Novel19",0,2973,"3","1",1,"Exp 2",15922.7708680556,FALSE,TRUE,FALSE,3,1
"389","1245","Aug 05 2013","18:30:03",15,4,"Same",1,"Novel99",0,"Novel99",0,1442,"3","1",1,"Exp 2",15922.7708680556,TRUE,TRUE,FALSE,3,1
"390","1245","Aug 05 2013","18:30:03",16,5,"New Label",0,"Novel77",0,"Novel15",2,1985,"3","1",1,"Exp 2",15922.7708680556,FALSE,TRUE,FALSE,3,1
"391","1245","Aug 05 2013","18:30:03",19,6,"Same",0,"Novel101",0,"Novel101",1,1415,"3","1",1,"Exp 2",15922.7708680556,TRUE,TRUE,FALSE,3,1
"392","1245","Aug 05 2013","18:30:03",20,7,"New Label",1,"Novel41",2,"Novel36",1,2919,"3","1",1,"Exp 2",15922.7708680556,FALSE,TRUE,FALSE,3,1
"393","1246","Aug 14 2013","19:42:01",6,0,"Same",0,"Novel8",6,"Novel8",1,900,"8","0",1,"Exp 2",15931.8208449074,TRUE,TRUE,TRUE,8,0
"394","1246","Aug 14 2013","19:42:01",8,1,"New Label",0,"Novel90",3,"Novel109",6,1136,"8","0",1,"Exp 2",15931.8208449074,FALSE,TRUE,FALSE,8,0
"395","1246","Aug 14 2013","19:42:01",10,2,"Same",1,"Novel27",4,"Novel27",4,962,"8","0",1,"Exp 2",15931.8208449074,TRUE,TRUE,FALSE,8,0
"396","1246","Aug 14 2013","19:42:01",12,3,"New Label",1,"Novel129",4,"Novel77",3,1048,"8","0",1,"Exp 2",15931.8208449074,FALSE,TRUE,FALSE,8,0
"397","1246","Aug 14 2013","19:42:01",14,4,"Same",1,"Novel7",1,"Novel7",1,710,"8","0",1,"Exp 2",15931.8208449074,TRUE,TRUE,FALSE,8,0
"398","1246","Aug 14 2013","19:42:01",16,5,"New Label",1,"Novel13",5,"Novel82",2,1282,"8","0",1,"Exp 2",15931.8208449074,FALSE,TRUE,FALSE,8,0
"399","1246","Aug 14 2013","19:42:01",18,6,"Same",0,"Novel37",0,"Novel37",3,1066,"8","0",1,"Exp 2",15931.8208449074,TRUE,TRUE,FALSE,8,0
"400","1246","Aug 14 2013","19:42:01",20,7,"New Label",0,"Novel26",3,"Novel113",5,1205,"8","0",1,"Exp 2",15931.8208449074,FALSE,TRUE,FALSE,8,0
"401","1247","Aug 10 2013","10:25:25",7,0,"Same",1,"Novel130",3,"Novel130",3,1322,"4","1",1,"Exp 2",15927.4343171296,TRUE,TRUE,TRUE,4,1
"402","1247","Aug 10 2013","10:25:25",8,1,"New Label",1,"Novel75",1,"Novel2",2,1525,"4","1",1,"Exp 2",15927.4343171296,FALSE,TRUE,FALSE,4,1
"403","1247","Aug 10 2013","10:25:25",11,2,"Same",1,"Novel134",1,"Novel134",1,1135,"4","1",1,"Exp 2",15927.4343171296,TRUE,TRUE,FALSE,4,1
"404","1247","Aug 10 2013","10:25:25",12,3,"New Label",0,"Novel23",2,"Novel85",0,1311,"4","1",1,"Exp 2",15927.4343171296,FALSE,TRUE,FALSE,4,1
"405","1247","Aug 10 2013","10:25:25",15,4,"Same",0,"Novel71",0,"Novel71",1,1592,"4","1",1,"Exp 2",15927.4343171296,TRUE,TRUE,FALSE,4,1
"406","1247","Aug 10 2013","10:25:25",16,5,"New Label",0,"Novel98",2,"Novel138",1,1988,"4","1",1,"Exp 2",15927.4343171296,FALSE,TRUE,FALSE,4,1
"407","1247","Aug 10 2013","10:25:25",19,6,"Same",0,"Novel24",2,"Novel24",1,1884,"4","1",1,"Exp 2",15927.4343171296,TRUE,TRUE,FALSE,4,1
"408","1247","Aug 10 2013","10:25:25",20,7,"New Label",1,"Novel91",3,"Novel109",2,1024,"4","1",1,"Exp 2",15927.4343171296,FALSE,TRUE,FALSE,4,1
"409","1248","Aug 05 2013","22:09:38",9,0,"New Label",0,"Novel63",0,"Novel79",0,1381,"2","3",1,"Exp 2",15922.9233564815,FALSE,TRUE,TRUE,2,3
"410","1248","Aug 05 2013","22:09:38",10,1,"Same",1,"Novel116",1,"Novel20",0,1494,"2","3",1,"Exp 2",15922.9233564815,FALSE,TRUE,FALSE,2,3
"411","1248","Aug 05 2013","22:09:38",11,2,"New Label",1,"Novel59",1,"Novel22",0,2021,"2","3",1,"Exp 2",15922.9233564815,FALSE,TRUE,FALSE,2,3
"412","1248","Aug 05 2013","22:09:38",12,3,"Same",0,"Novel30",0,"Novel30",1,1471,"2","3",1,"Exp 2",15922.9233564815,TRUE,TRUE,FALSE,2,3
"413","1248","Aug 05 2013","22:09:38",17,4,"New Label",0,"Novel125",1,"Novel51",1,2014,"2","3",1,"Exp 2",15922.9233564815,FALSE,TRUE,FALSE,2,3
"414","1248","Aug 05 2013","22:09:38",18,5,"Same",0,"Novel47",0,"Novel8",0,1393,"2","3",1,"Exp 2",15922.9233564815,FALSE,TRUE,FALSE,2,3
"415","1248","Aug 05 2013","22:09:38",19,6,"New Label",1,"Novel50",1,"Novel66",0,1402,"2","3",1,"Exp 2",15922.9233564815,FALSE,TRUE,FALSE,2,3
"416","1248","Aug 05 2013","22:09:38",20,7,"Same",1,"Novel76",0,"Novel76",0,1488,"2","3",1,"Exp 2",15922.9233564815,TRUE,TRUE,FALSE,2,3
"417","1249","Aug 05 2013","22:54:43",13,0,"Same",1,"Novel19",1,"Novel19",1,1568,"2","7",1,"Exp 2",15922.9546643519,TRUE,TRUE,TRUE,2,7
"418","1249","Aug 05 2013","22:54:43",14,1,"New Label",1,"Novel7",0,"Novel98",1,1211,"2","7",1,"Exp 2",15922.9546643519,FALSE,TRUE,FALSE,2,7
"419","1249","Aug 05 2013","22:54:43",15,2,"Same",1,"Novel55",1,"Novel55",1,2006,"2","7",1,"Exp 2",15922.9546643519,TRUE,TRUE,FALSE,2,7
"420","1249","Aug 05 2013","22:54:43",16,3,"New Label",0,"Novel51",0,"Novel33",0,1608,"2","7",1,"Exp 2",15922.9546643519,FALSE,TRUE,FALSE,2,7
"421","1249","Aug 05 2013","22:54:43",17,4,"Same",0,"Novel60",1,"Novel60",0,1341,"2","7",1,"Exp 2",15922.9546643519,TRUE,TRUE,FALSE,2,7
"422","1249","Aug 05 2013","22:54:43",18,5,"New Label",1,"Novel134",1,"Novel90",0,2321,"2","7",1,"Exp 2",15922.9546643519,FALSE,TRUE,FALSE,2,7
"423","1249","Aug 05 2013","22:54:43",19,6,"Same",0,"Novel115",1,"Novel115",0,1592,"2","7",1,"Exp 2",15922.9546643519,TRUE,TRUE,FALSE,2,7
"424","1249","Aug 05 2013","22:54:43",20,7,"New Label",0,"Novel32",1,"Novel82",1,1682,"2","7",1,"Exp 2",15922.9546643519,FALSE,TRUE,FALSE,2,7
"425","1250","Aug 05 2013","21:57:53",7,0,"New Label",1,"Novel80",3,"Novel80",3,4186,"4","1",1,"Exp 2",15922.9151967593,TRUE,TRUE,TRUE,4,1
"426","1250","Aug 05 2013","21:57:53",8,1,"Same",1,"Novel101",1,"Novel101",1,2208,"4","1",1,"Exp 2",15922.9151967593,TRUE,TRUE,FALSE,4,1
"427","1250","Aug 05 2013","21:57:53",11,2,"New Label",0,"Novel87",0,"Novel55",3,3064,"4","1",1,"Exp 2",15922.9151967593,FALSE,TRUE,FALSE,4,1
"428","1250","Aug 05 2013","21:57:53",12,3,"Same",1,"Novel5",3,"Novel5",3,3490,"4","1",1,"Exp 2",15922.9151967593,TRUE,TRUE,FALSE,4,1
"429","1250","Aug 05 2013","21:57:53",15,4,"New Label",1,"Novel36",1,"Novel4",0,4565,"4","1",1,"Exp 2",15922.9151967593,FALSE,TRUE,FALSE,4,1
"430","1250","Aug 05 2013","21:57:53",16,5,"Same",0,"Novel95",2,"Novel95",0,2162,"4","1",1,"Exp 2",15922.9151967593,TRUE,TRUE,FALSE,4,1
"431","1250","Aug 05 2013","21:57:53",19,6,"New Label",0,"Novel105",0,"Novel31",2,3068,"4","1",1,"Exp 2",15922.9151967593,FALSE,TRUE,FALSE,4,1
"432","1250","Aug 05 2013","21:57:53",20,7,"Same",0,"Novel137",1,"Novel137",3,3617,"4","1",1,"Exp 2",15922.9151967593,TRUE,TRUE,FALSE,4,1
"433","1251","Aug 05 2013","18:14:44",7,0,"Same",0,"Novel67",1,"Novel67",0,1745,"2","1",1,"Exp 2",15922.7602314815,TRUE,TRUE,TRUE,2,1
"434","1251","Aug 05 2013","18:14:44",8,1,"New Label",0,"Novel45",1,"Novel87",1,2838,"2","1",1,"Exp 2",15922.7602314815,FALSE,TRUE,FALSE,2,1
"435","1251","Aug 05 2013","18:14:44",11,2,"Same",1,"Novel39",0,"Novel39",0,1444,"2","1",1,"Exp 2",15922.7602314815,TRUE,TRUE,FALSE,2,1
"436","1251","Aug 05 2013","18:14:44",12,3,"New Label",0,"Novel128",1,"Novel4",1,1766,"2","1",1,"Exp 2",15922.7602314815,FALSE,TRUE,FALSE,2,1
"437","1251","Aug 05 2013","18:14:44",15,4,"Same",0,"Novel88",0,"Novel88",1,1602,"2","1",1,"Exp 2",15922.7602314815,TRUE,TRUE,FALSE,2,1
"438","1251","Aug 05 2013","18:14:44",16,5,"New Label",1,"Novel26",1,"Novel26",1,1210,"2","1",1,"Exp 2",15922.7602314815,TRUE,TRUE,FALSE,2,1
"439","1251","Aug 05 2013","18:14:44",19,6,"Same",1,"Novel41",1,"Novel41",1,1687,"2","1",1,"Exp 2",15922.7602314815,TRUE,TRUE,FALSE,2,1
"440","1251","Aug 05 2013","18:14:44",20,7,"New Label",1,"Novel18",0,"Novel18",0,2316,"2","1",1,"Exp 2",15922.7602314815,TRUE,TRUE,FALSE,2,1
"441","1252","Aug 05 2013","18:12:43",7,0,"New Label",0,"Novel105",0,"Novel105",1,1082,"2","1",1,"Exp 2",15922.7588310185,TRUE,TRUE,TRUE,2,1
"442","1252","Aug 05 2013","18:12:43",8,1,"Same",1,"Novel20",1,"Novel20",1,1044,"2","1",1,"Exp 2",15922.7588310185,TRUE,TRUE,FALSE,2,1
"443","1252","Aug 05 2013","18:12:43",11,2,"New Label",1,"Novel49",0,"Novel49",0,799,"2","1",1,"Exp 2",15922.7588310185,TRUE,TRUE,FALSE,2,1
"444","1252","Aug 05 2013","18:12:43",12,3,"Same",1,"Novel101",1,"Novel4",0,669,"2","1",1,"Exp 2",15922.7588310185,FALSE,TRUE,FALSE,2,1
"445","1252","Aug 05 2013","18:12:43",15,4,"New Label",1,"Novel23",1,"Novel23",1,988,"2","1",1,"Exp 2",15922.7588310185,TRUE,TRUE,FALSE,2,1
"446","1252","Aug 05 2013","18:12:43",16,5,"Same",0,"Novel76",0,"Novel76",1,972,"2","1",1,"Exp 2",15922.7588310185,TRUE,TRUE,FALSE,2,1
"447","1252","Aug 05 2013","18:12:43",19,6,"New Label",0,"Novel63",1,"Novel63",0,1244,"2","1",1,"Exp 2",15922.7588310185,TRUE,TRUE,FALSE,2,1
"448","1252","Aug 05 2013","18:12:43",20,7,"Same",0,"Novel52",1,"Novel52",0,860,"2","1",1,"Exp 2",15922.7588310185,TRUE,TRUE,FALSE,2,1
"449","1253","Aug 10 2013","12:57:15",7,0,"New Label",1,"Novel40",1,"Novel67",2,2740,"3","1",1,"Exp 2",15927.5397569444,FALSE,TRUE,TRUE,3,1
"450","1253","Aug 10 2013","12:57:15",8,1,"Same",0,"Novel33",1,"Novel33",2,3419,"3","1",1,"Exp 2",15927.5397569444,TRUE,TRUE,FALSE,3,1
"451","1253","Aug 10 2013","12:57:15",11,2,"New Label",1,"Novel111",1,"Novel30",2,2174,"3","1",1,"Exp 2",15927.5397569444,FALSE,TRUE,FALSE,3,1
"452","1253","Aug 10 2013","12:57:15",12,3,"Same",1,"Novel125",1,"Novel125",1,4313,"3","1",1,"Exp 2",15927.5397569444,TRUE,TRUE,FALSE,3,1
"453","1253","Aug 10 2013","12:57:15",15,4,"New Label",0,"Novel5",0,"Novel5",1,3788,"3","1",1,"Exp 2",15927.5397569444,TRUE,TRUE,FALSE,3,1
"454","1253","Aug 10 2013","12:57:15",16,5,"Same",1,"Novel80",1,"Novel80",1,2295,"3","1",1,"Exp 2",15927.5397569444,TRUE,TRUE,FALSE,3,1
"455","1253","Aug 10 2013","12:57:15",19,6,"New Label",0,"Novel127",2,"Novel31",0,2651,"3","1",1,"Exp 2",15927.5397569444,FALSE,TRUE,FALSE,3,1
"456","1253","Aug 10 2013","12:57:15",20,7,"Same",0,"Novel4",2,"Novel4",0,2340,"3","1",1,"Exp 2",15927.5397569444,TRUE,TRUE,FALSE,3,1
"457","1254","Aug 10 2013","14:54:06",13,0,"New Label",1,"Novel92",3,"Novel3",5,1727,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,TRUE,8,7
"458","1254","Aug 10 2013","14:54:06",14,1,"Same",1,"Novel75",7,"Novel100",5,710,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,FALSE,8,7
"459","1254","Aug 10 2013","14:54:06",15,2,"New Label",1,"Novel81",6,"Novel113",5,907,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,FALSE,8,7
"460","1254","Aug 10 2013","14:54:06",16,3,"Same",1,"Novel12",4,"Novel29",3,593,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,FALSE,8,7
"461","1254","Aug 10 2013","14:54:06",17,4,"New Label",0,"Novel130",5,"Novel99",1,1092,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,FALSE,8,7
"462","1254","Aug 10 2013","14:54:06",18,5,"Same",0,"Novel86",0,"Novel61",6,745,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,FALSE,8,7
"463","1254","Aug 10 2013","14:54:06",19,6,"New Label",0,"Novel89",2,"Novel30",4,834,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,FALSE,8,7
"464","1254","Aug 10 2013","14:54:06",20,7,"Same",0,"Novel136",6,"Novel6",0,874,"8","7",1,"Exp 2",15927.6209027778,FALSE,TRUE,FALSE,8,7
"465","1255","Aug 14 2013","19:54:45",6,0,"New Label",1,"Novel117",1,"Novel26",3,4414,"4","0",1,"Exp 2",15931.8296875,FALSE,TRUE,TRUE,4,0
"466","1255","Aug 14 2013","19:54:45",8,1,"Same",1,"Novel23",1,"Novel23",1,1895,"4","0",1,"Exp 2",15931.8296875,TRUE,TRUE,FALSE,4,0
"467","1255","Aug 14 2013","19:54:45",10,2,"New Label",1,"Novel124",0,"Novel66",2,2176,"4","0",1,"Exp 2",15931.8296875,FALSE,TRUE,FALSE,4,0
"468","1255","Aug 14 2013","19:54:45",12,3,"Same",1,"Novel50",1,"Novel50",1,1721,"4","0",1,"Exp 2",15931.8296875,TRUE,TRUE,FALSE,4,0
"469","1255","Aug 14 2013","19:54:45",14,4,"New Label",0,"Novel82",3,"Novel128",3,3509,"4","0",1,"Exp 2",15931.8296875,FALSE,TRUE,FALSE,4,0
"470","1255","Aug 14 2013","19:54:45",16,5,"Same",0,"Novel134",2,"Novel134",0,912,"4","0",1,"Exp 2",15931.8296875,TRUE,TRUE,FALSE,4,0
"471","1255","Aug 14 2013","19:54:45",18,6,"New Label",0,"Novel62",3,"Novel29",0,3616,"4","0",1,"Exp 2",15931.8296875,FALSE,TRUE,FALSE,4,0
"472","1255","Aug 14 2013","19:54:45",20,7,"Same",0,"Novel54",3,"Novel54",0,1314,"4","0",1,"Exp 2",15931.8296875,TRUE,TRUE,FALSE,4,0
"473","1256","Aug 10 2013","10:51:03",7,0,"New Label",1,"Novel140",5,"Novel42",3,5366,"8","1",1,"Exp 2",15927.4521180556,FALSE,TRUE,TRUE,8,1
"474","1256","Aug 10 2013","10:51:03",8,1,"Same",1,"Novel105",0,"Novel105",0,2013,"8","1",1,"Exp 2",15927.4521180556,TRUE,TRUE,FALSE,8,1
"475","1256","Aug 10 2013","10:51:03",11,2,"New Label",0,"Novel79",2,"Novel19",6,2369,"8","1",1,"Exp 2",15927.4521180556,FALSE,TRUE,FALSE,8,1
"476","1256","Aug 10 2013","10:51:03",12,3,"Same",1,"Novel30",3,"Novel30",3,2202,"8","1",1,"Exp 2",15927.4521180556,TRUE,TRUE,FALSE,8,1
"477","1256","Aug 10 2013","10:51:03",15,4,"New Label",1,"Novel14",3,"Novel89",0,3379,"8","1",1,"Exp 2",15927.4521180556,FALSE,TRUE,FALSE,8,1
"478","1256","Aug 10 2013","10:51:03",16,5,"Same",0,"Novel136",1,"Novel136",4,1427,"8","1",1,"Exp 2",15927.4521180556,TRUE,TRUE,FALSE,8,1
"479","1256","Aug 10 2013","10:51:03",19,6,"New Label",0,"Novel70",2,"Novel78",1,1900,"8","1",1,"Exp 2",15927.4521180556,FALSE,TRUE,FALSE,8,1
