"","chosen_idx","rt","prev_other","chosen","prev_other_idx","prev_chosen","trialType","prev_chosen_idx","itemNum","samePos","worker","numPics","comp.chosen","comp.other","correct","familiar","Target","Competitor"
"966",3,1184,"Novel13","Novel32",2,"Novel32","Same vs. Switch",3,2,1,119,4,"Novel18","Novel125",TRUE,FALSE,"Same","Switch"
"967",3,2195,"Novel126","Novel108",1,"Novel75","Switch vs. Same",2,6,1,119,4,"Novel119","Novel84",FALSE,FALSE,"Switch","Same"
"968",1,2473,"Novel6","Novel104",2,"Novel30","Switch vs. Switch",0,4,0,119,4,"Novel76","Novel9",FALSE,FALSE,"Switch","Switch"
"969",0,1437,"","squirrel",0,"","Practice",0,0,0,120,4,NA,NA,NA,NA,NA,NA
"970",0,1111,"","squirrel",0,"","Practice",0,0,0,120,4,NA,NA,NA,NA,NA,NA
"971",1,1252,"","tomato",0,"","Practice",0,0,0,120,4,NA,NA,NA,NA,NA,NA
"972",2,1335,"","tomato",0,"","Practice",0,0,0,120,4,NA,NA,NA,NA,NA,NA
"973",0,2953,"Novel67","Novel137",0,"Novel121","Same vs. Same",1,0,0,120,4,"Novel32","Novel83",FALSE,FALSE,"Same","Same"
"974",2,1422,"Novel114","Novel79",0,"Novel26","Same vs. Switch",3,4,0,120,4,"Novel60","Novel51",FALSE,FALSE,"Same","Switch"
"975",2,2128,"Novel100","Novel100",0,"Novel138","Switch vs. Same",2,2,1,120,4,"Novel39","Novel139",TRUE,FALSE,"Switch","Same"
"976",1,16,"Novel119","Novel18",3,"Novel115","Switch vs. Switch",0,6,1,120,4,"Novel27","Novel87",FALSE,FALSE,"Switch","Switch"
"977",0,901,"","squirrel",0,"","Practice",0,0,1,121,4,NA,NA,NA,NA,NA,NA
"978",0,1086,"","squirrel",0,"","Practice",0,0,1,121,4,NA,NA,NA,NA,NA,NA
"979",1,873,"","tomato",0,"","Practice",0,0,1,121,4,NA,NA,NA,NA,NA,NA
"980",2,3586,"","tomato",0,"","Practice",0,0,1,121,4,NA,NA,NA,NA,NA,NA
"981",3,1094,"Novel88","Novel1",1,"Novel1","Same vs. Same",3,0,1,121,4,"Novel7","Novel22",TRUE,FALSE,"Same","Same"
"982",0,2060,"Novel61","Novel138",0,"Novel138","Same vs. Switch",1,6,0,121,4,"Novel110","Novel13",TRUE,FALSE,"Same","Switch"
"983",1,4157,"Novel30","Novel102",1,"Novel29","Switch vs. Same",0,2,0,121,4,"Novel55","Novel66",FALSE,FALSE,"Switch","Same"
"984",2,3627,"Novel124","Novel121",1,"Novel96","Switch vs. Switch",0,4,1,121,4,"Novel24","Novel103",FALSE,FALSE,"Switch","Switch"
"985",0,2457,"","squirrel",0,"","Practice",0,0,1,122,4,NA,NA,NA,NA,NA,NA
"986",0,1280,"","squirrel",0,"","Practice",0,0,1,122,4,NA,NA,NA,NA,NA,NA
"987",1,2536,"","tomato",0,"","Practice",0,0,1,122,4,NA,NA,NA,NA,NA,NA
"988",2,1192,"","tomato",0,"","Practice",0,0,1,122,4,NA,NA,NA,NA,NA,NA
"989",1,3140,"Novel102","Novel87",0,"Novel87","Same vs. Same",2,4,0,122,4,"Novel78","Novel82",TRUE,FALSE,"Same","Same"
"990",0,1667,"Novel49","Novel121",1,"Novel121","Same vs. Switch",3,6,0,122,4,"Novel19","Novel124",TRUE,FALSE,"Same","Switch"
"991",3,2433,"Novel57","Novel109",3,"Novel63","Switch vs. Same",2,2,1,122,4,"Novel109","Novel50",FALSE,TRUE,"Switch","Same"
"992",0,4937,"Novel138","Novel138",2,"Novel23","Switch vs. Switch",0,0,1,122,4,"Novel77","Novel61",TRUE,FALSE,"Switch","Switch"
"993",0,4272,"","squirrel",0,"","Practice",0,0,0,123,2,NA,NA,NA,NA,NA,NA
"994",0,1566,"","squirrel",0,"","Practice",0,0,0,123,2,NA,NA,NA,NA,NA,NA
"995",0,1206,"","tomato",0,"","Practice",0,0,0,123,2,NA,NA,NA,NA,NA,NA
"996",1,952,"","tomato",0,"","Practice",0,0,0,123,2,NA,NA,NA,NA,NA,NA
"997",1,2519,"Novel67","Novel31",1,"Novel31","Same vs. Same",0,0,0,123,2,"Novel131","Novel71",TRUE,FALSE,"Same","Same"
"998",0,4770,"Novel137","Novel5",0,"Novel5","Same vs. Switch",1,4,0,123,2,"Novel93","Novel58",TRUE,FALSE,"Same","Switch"
"999",0,1881,"Novel3","Novel3",1,"Novel108","Switch vs. Same",0,6,1,123,2,"Novel117","Novel43",TRUE,FALSE,"Switch","Same"
"1000",0,1880,"Novel24","Novel24",1,"Novel138","Switch vs. Switch",0,2,1,123,2,"Novel120","Novel123",TRUE,FALSE,"Switch","Switch"
"1001",0,1728,"","squirrel",0,"","Practice",0,0,1,124,2,NA,NA,NA,NA,NA,NA
"1002",0,948,"","squirrel",0,"","Practice",0,0,1,124,2,NA,NA,NA,NA,NA,NA
"1003",0,1111,"","tomato",0,"","Practice",0,0,1,124,2,NA,NA,NA,NA,NA,NA
"1004",1,934,"","tomato",0,"","Practice",0,0,1,124,2,NA,NA,NA,NA,NA,NA
"1005",0,1165,"Novel27","Novel9",0,"Novel9","Same vs. Same",1,2,0,124,2,"Novel41","Novel98",TRUE,FALSE,"Same","Same"
"1006",0,980,"Novel132","Novel104",0,"Novel136","Same vs. Switch",1,6,1,124,2,"Novel85","Novel104",FALSE,TRUE,"Same","Switch"
"1007",1,1087,"Novel78","Novel78",0,"Novel82","Switch vs. Same",1,0,1,124,2,"Novel108","Novel72",TRUE,FALSE,"Switch","Same"
"1008",1,2066,"Novel113","Novel118",0,"Novel29","Switch vs. Switch",1,4,0,124,2,"Novel110","Novel118",FALSE,TRUE,"Switch","Switch"
"1009",0,3988,"","squirrel",0,"","Practice",0,0,1,125,4,NA,NA,NA,NA,NA,NA
"1010",0,1093,"","squirrel",0,"","Practice",0,0,1,125,4,NA,NA,NA,NA,NA,NA
"1011",1,1669,"","tomato",0,"","Practice",0,0,1,125,4,NA,NA,NA,NA,NA,NA
"1012",2,1339,"","tomato",0,"","Practice",0,0,1,125,4,NA,NA,NA,NA,NA,NA
"1013",2,2724,"Novel16","Novel91",0,"Novel65","Same vs. Same",2,2,0,125,4,"Novel91","Novel20",FALSE,TRUE,"Same","Same"
"1014",1,1822,"Novel3","Novel107",3,"Novel107","Same vs. Switch",1,4,1,125,4,"Novel129","Novel57",TRUE,FALSE,"Same","Switch"
"1015",1,1440,"Novel21","Novel21",0,"Novel25","Switch vs. Same",1,0,1,125,4,"Novel113","Novel114",TRUE,FALSE,"Switch","Same"
"1016",2,1716,"Novel78","Novel23",3,"Novel24","Switch vs. Switch",2,6,0,125,4,"Novel98","Novel23",FALSE,TRUE,"Switch","Switch"
"1017",0,2948,"","squirrel",0,"","Practice",0,0,1,126,2,NA,NA,NA,NA,NA,NA
"1018",0,1698,"","squirrel",0,"","Practice",0,0,1,126,2,NA,NA,NA,NA,NA,NA
"1019",0,1296,"","tomato",0,"","Practice",0,0,1,126,2,NA,NA,NA,NA,NA,NA
"1020",1,1238,"","tomato",0,"","Practice",0,0,1,126,2,NA,NA,NA,NA,NA,NA
"1021",0,1354,"Novel57","Novel75",0,"Novel75","Same vs. Same",1,4,0,126,2,"Novel140","Novel80",TRUE,FALSE,"Same","Same"
"1022",1,1430,"Novel94","Novel92",0,"Novel92","Same vs. Switch",1,0,1,126,2,"Novel19","Novel7",TRUE,FALSE,"Same","Switch"
"1023",0,4697,"Novel53","Novel53",0,"Novel18","Switch vs. Same",1,2,0,126,2,"Novel101","Novel68",TRUE,FALSE,"Switch","Same"
"1024",0,2285,"Novel48","Novel62",0,"Novel17","Switch vs. Switch",1,6,1,126,2,"Novel87","Novel62",FALSE,TRUE,"Switch","Switch"
"1025",0,2183,"","squirrel",0,"","Practice",0,0,0,127,4,NA,NA,NA,NA,NA,NA
"1026",0,906,"","squirrel",0,"","Practice",0,0,0,127,4,NA,NA,NA,NA,NA,NA
"1027",1,4670,"","tomato",0,"","Practice",0,0,0,127,4,NA,NA,NA,NA,NA,NA
"1028",2,905,"","tomato",0,"","Practice",0,0,0,127,4,NA,NA,NA,NA,NA,NA
"1029",3,1498,"Novel25","Novel60",2,"Novel60","Same vs. Same",3,4,1,127,4,"Novel44","Novel20",TRUE,FALSE,"Same","Same"
"1030",3,2560,"Novel14","Novel24",1,"Novel24","Same vs. Switch",3,6,1,127,4,"Novel107","Novel27",TRUE,FALSE,"Same","Switch"
"1031",0,1053,"Novel109","Novel45",1,"Novel138","Switch vs. Same",2,0,0,127,4,"Novel95","Novel54",FALSE,FALSE,"Switch","Same"
"1032",2,3405,"Novel113","Novel18",2,"Novel29","Switch vs. Switch",1,2,0,127,4,"Novel31","Novel35",FALSE,FALSE,"Switch","Switch"
"1033",0,6783,"","squirrel",0,"","Practice",0,0,1,128,2,NA,NA,NA,NA,NA,NA
"1034",0,1923,"","squirrel",0,"","Practice",0,0,1,128,2,NA,NA,NA,NA,NA,NA
"1035",0,1974,"","tomato",0,"","Practice",0,0,1,128,2,NA,NA,NA,NA,NA,NA
"1036",1,1144,"","tomato",0,"","Practice",0,0,1,128,2,NA,NA,NA,NA,NA,NA
"1037",1,1094,"Novel78","Novel27",1,"Novel27","Same vs. Same",0,4,0,128,2,"Novel124","Novel31",TRUE,FALSE,"Same","Same"
"1038",0,4399,"Novel127","Novel93",1,"Novel93","Same vs. Switch",0,0,1,128,2,"Novel11","Novel33",TRUE,FALSE,"Same","Switch"
"1039",1,1654,"Novel62","Novel62",0,"Novel40","Switch vs. Same",1,6,1,128,2,"Novel48","Novel34",TRUE,FALSE,"Switch","Same"
"1040",1,970,"Novel68","Novel68",1,"Novel10","Switch vs. Switch",0,2,0,128,2,"Novel13","Novel5",TRUE,FALSE,"Switch","Switch"
"1041",0,3805,"","squirrel",0,"","Practice",0,0,1,129,2,NA,NA,NA,NA,NA,NA
"1042",0,1916,"","squirrel",0,"","Practice",0,0,1,129,2,NA,NA,NA,NA,NA,NA
"1043",0,1481,"","tomato",0,"","Practice",0,0,1,129,2,NA,NA,NA,NA,NA,NA
"1044",1,1179,"","tomato",0,"","Practice",0,0,1,129,2,NA,NA,NA,NA,NA,NA
"1045",0,1782,"Novel123","Novel129",1,"Novel129","Same vs. Same",0,0,1,129,2,"Novel44","Novel102",TRUE,FALSE,"Same","Same"
"1046",0,3036,"Novel1","Novel24",1,"Novel53","Same vs. Switch",0,6,0,129,2,"Novel51","Novel24",FALSE,TRUE,"Same","Switch"
"1047",0,2143,"Novel12","Novel12",0,"Novel4","Switch vs. Same",1,2,0,129,2,"Novel132","Novel97",TRUE,FALSE,"Switch","Same"
"1048",0,1799,"Novel17","Novel17",1,"Novel74","Switch vs. Switch",0,4,1,129,2,"Novel14","Novel11",TRUE,FALSE,"Switch","Switch"
"1049",0,1943,"","squirrel",0,"","Practice",0,0,1,130,2,NA,NA,NA,NA,NA,NA
"1050",0,983,"","squirrel",0,"","Practice",0,0,1,130,2,NA,NA,NA,NA,NA,NA
"1051",0,1019,"","tomato",0,"","Practice",0,0,1,130,2,NA,NA,NA,NA,NA,NA
"1052",1,947,"","tomato",0,"","Practice",0,0,1,130,2,NA,NA,NA,NA,NA,NA
"1053",1,1548,"Novel3","Novel130",1,"Novel130","Same vs. Same",0,6,0,130,2,"Novel107","Novel9",TRUE,FALSE,"Same","Same"
"1054",0,1060,"Novel105","Novel109",1,"Novel109","Same vs. Switch",0,2,1,130,2,"Novel127","Novel54",TRUE,FALSE,"Same","Switch"
"1055",0,2379,"Novel74","Novel74",1,"Novel113","Switch vs. Same",0,0,1,130,2,"Novel24","Novel49",TRUE,FALSE,"Switch","Same"
"1056",0,2122,"Novel27","Novel27",0,"Novel62","Switch vs. Switch",1,4,0,130,2,"Novel72","Novel84",TRUE,FALSE,"Switch","Switch"
"1057",0,1625,"","squirrel",0,"","Practice",0,0,1,131,4,NA,NA,NA,NA,NA,NA
"1058",0,1958,"","squirrel",0,"","Practice",0,0,1,131,4,NA,NA,NA,NA,NA,NA
"1059",1,1487,"","tomato",0,"","Practice",0,0,1,131,4,NA,NA,NA,NA,NA,NA
"1060",2,1640,"","tomato",0,"","Practice",0,0,1,131,4,NA,NA,NA,NA,NA,NA
"1061",3,1910,"Novel6","Novel139",2,"Novel139","Same vs. Same",3,2,1,131,4,"Novel77","Novel133",TRUE,FALSE,"Same","Same"
"1062",3,2000,"Novel118","Novel102",3,"Novel102","Same vs. Switch",0,6,0,131,4,"Novel93","Novel79",TRUE,FALSE,"Same","Switch"
"1063",1,2953,"Novel109","Novel89",1,"Novel33","Switch vs. Same",0,4,0,131,4,"Novel81","Novel48",FALSE,FALSE,"Switch","Same"
"1064",1,2819,"Novel18","Novel18",2,"Novel67","Switch vs. Switch",1,0,1,131,4,"Novel45","Novel66",TRUE,FALSE,"Switch","Switch"
"1065",0,2054,"","squirrel",0,"","Practice",0,0,0,132,4,NA,NA,NA,NA,NA,NA
"1066",0,1712,"","squirrel",0,"","Practice",0,0,0,132,4,NA,NA,NA,NA,NA,NA
"1067",1,1874,"","tomato",0,"","Practice",0,0,0,132,4,NA,NA,NA,NA,NA,NA
"1068",2,1451,"","tomato",0,"","Practice",0,0,0,132,4,NA,NA,NA,NA,NA,NA
"1069",1,5015,"Novel38","Novel12",2,"Novel100","Same vs. Same",0,4,0,132,4,"Novel86","Novel108",FALSE,FALSE,"Same","Same"
"1070",1,1964,"Novel72","Novel130",1,"Novel130","Same vs. Switch",0,0,0,132,4,"Novel61","Novel39",TRUE,FALSE,"Same","Switch"
"1071",1,7349,"Novel50","Novel42",3,"Novel52","Switch vs. Same",0,2,1,132,4,"Novel42","Novel106",FALSE,TRUE,"Switch","Same"
"1072",0,6489,"Novel120","Novel33",0,"Novel70","Switch vs. Switch",3,6,1,132,4,"Novel3","Novel33",FALSE,TRUE,"Switch","Switch"
"1073",0,1227,"","squirrel",0,"","Practice",0,0,1,133,4,NA,NA,NA,NA,NA,NA
"1074",0,997,"","squirrel",0,"","Practice",0,0,1,133,4,NA,NA,NA,NA,NA,NA
"1075",1,1407,"","tomato",0,"","Practice",0,0,1,133,4,NA,NA,NA,NA,NA,NA
"1076",2,1203,"","tomato",0,"","Practice",0,0,1,133,4,NA,NA,NA,NA,NA,NA
"1077",0,2968,"Novel7","Novel100",0,"Novel100","Same vs. Same",3,6,0,133,4,"Novel86","Novel47",TRUE,FALSE,"Same","Same"
"1078",2,4987,"Novel38","Novel108",0,"Novel24","Same vs. Switch",3,4,0,133,4,"Novel104","Novel129",FALSE,FALSE,"Same","Switch"
"1079",2,7180,"Novel27","Novel34",1,"Novel65","Switch vs. Same",0,0,1,133,4,"Novel92","Novel95",FALSE,FALSE,"Switch","Same"
"1080",1,3646,"Novel120","Novel60",0,"Novel96","Switch vs. Switch",3,2,1,133,4,"Novel23","Novel60",FALSE,TRUE,"Switch","Switch"
"1081",0,2268,"","squirrel",0,"","Practice",0,0,0,134,4,NA,NA,NA,NA,NA,NA
"1082",0,1561,"","squirrel",0,"","Practice",0,0,0,134,4,NA,NA,NA,NA,NA,NA
"1083",1,3011,"","tomato",0,"","Practice",0,0,0,134,4,NA,NA,NA,NA,NA,NA
"1084",2,1175,"","tomato",0,"","Practice",0,0,0,134,4,NA,NA,NA,NA,NA,NA
"1085",0,3301,"Novel80","Novel11",3,"Novel11","Same vs. Same",0,2,1,134,4,"Novel95","Novel7",TRUE,FALSE,"Same","Same"
"1086",1,4086,"Novel115","Novel26",0,"Novel26","Same vs. Switch",1,6,1,134,4,"Novel32","Novel105",TRUE,FALSE,"Same","Switch"
"1087",0,4005,"Novel96","Novel57",0,"Novel54","Switch vs. Same",3,4,0,134,4,"Novel23","Novel18",FALSE,FALSE,"Switch","Same"
"1088",3,5150,"Novel138","Novel116",1,"Novel66","Switch vs. Switch",3,0,0,134,4,"Novel121","Novel116",FALSE,TRUE,"Switch","Switch"
"1089",0,6112,"","squirrel",0,"","Practice",0,0,0,135,4,NA,NA,NA,NA,NA,NA
"1090",0,2006,"","squirrel",0,"","Practice",0,0,0,135,4,NA,NA,NA,NA,NA,NA
"1091",1,2002,"","tomato",0,"","Practice",0,0,0,135,4,NA,NA,NA,NA,NA,NA
"1092",2,1744,"","tomato",0,"","Practice",0,0,0,135,4,NA,NA,NA,NA,NA,NA
"1093",0,3663,"Novel15","Novel75",1,"Novel75","Same vs. Same",0,2,1,135,4,"Novel91","Novel61",TRUE,FALSE,"Same","Same"
"1094",3,3478,"Novel25","Novel13",2,"Novel13","Same vs. Switch",3,6,1,135,4,"Novel10","Novel65",TRUE,FALSE,"Same","Switch"
"1095",3,2070,"Novel38","Novel60",1,"Novel82","Switch vs. Same",3,0,0,135,4,"Novel60","Novel129",FALSE,TRUE,"Switch","Same"
"1096",1,2557,"Novel40","Novel40",1,"Novel99","Switch vs. Switch",3,4,0,135,4,"Novel138","Novel66",TRUE,FALSE,"Switch","Switch"
"1097",0,7800,"","squirrel",0,"","Practice",0,0,0,136,2,NA,NA,NA,NA,NA,NA
"1098",0,1816,"","squirrel",0,"","Practice",0,0,0,136,2,NA,NA,NA,NA,NA,NA
"1099",0,1340,"","tomato",0,"","Practice",0,0,0,136,2,NA,NA,NA,NA,NA,NA
"1100",1,841,"","tomato",0,"","Practice",0,0,0,136,2,NA,NA,NA,NA,NA,NA
"1101",0,2160,"Novel61","Novel138",0,"Novel138","Same vs. Same",1,2,0,136,2,"Novel30","Novel120",TRUE,FALSE,"Same","Same"
"1102",0,1388,"Novel113","Novel37",1,"Novel37","Same vs. Switch",0,6,1,136,2,"Novel88","Novel100",TRUE,FALSE,"Same","Switch"
"1103",1,3868,"Novel65","Novel65",1,"Novel139","Switch vs. Same",0,0,0,136,2,"Novel45","Novel27",TRUE,FALSE,"Switch","Same"
"1104",0,2986,"Novel53","Novel53",1,"Novel21","Switch vs. Switch",0,4,1,136,2,"Novel43","Novel80",TRUE,FALSE,"Switch","Switch"
"1105",0,5262,"","squirrel",0,"","Practice",0,0,1,137,2,NA,NA,NA,NA,NA,NA
"1106",0,1994,"","squirrel",0,"","Practice",0,0,1,137,2,NA,NA,NA,NA,NA,NA
"1107",0,1358,"","tomato",0,"","Practice",0,0,1,137,2,NA,NA,NA,NA,NA,NA
"1108",1,1138,"","tomato",0,"","Practice",0,0,1,137,2,NA,NA,NA,NA,NA,NA
"1109",0,1219,"Novel94","Novel138",1,"Novel138","Same vs. Same",0,0,1,137,2,"Novel104","Novel116",TRUE,FALSE,"Same","Same"
"1110",1,2453,"Novel30","Novel49",0,"Novel70","Same vs. Switch",1,6,0,137,2,"Novel85","Novel49",FALSE,TRUE,"Same","Switch"
"1111",0,1008,"Novel27","Novel27",1,"Novel54","Switch vs. Same",0,4,1,137,2,"Novel67","Novel57",TRUE,FALSE,"Switch","Same"
"1112",0,2327,"Novel43","Novel43",0,"Novel37","Switch vs. Switch",1,2,0,137,2,"Novel92","Novel62",TRUE,FALSE,"Switch","Switch"
"1113",0,3519,"","squirrel",0,"","Practice",0,0,1,138,2,NA,NA,NA,NA,NA,NA
"1114",0,1113,"","squirrel",0,"","Practice",0,0,1,138,2,NA,NA,NA,NA,NA,NA
"1115",0,1233,"","tomato",0,"","Practice",0,0,1,138,2,NA,NA,NA,NA,NA,NA
"1116",1,1310,"","tomato",0,"","Practice",0,0,1,138,2,NA,NA,NA,NA,NA,NA
"1117",1,1273,"Novel100","Novel126",0,"Novel126","Same vs. Same",1,0,1,138,2,"Novel125","Novel128",TRUE,FALSE,"Same","Same"
"1118",0,1664,"Novel85","Novel92",1,"Novel92","Same vs. Switch",0,6,1,138,2,"Novel42","Novel99",TRUE,FALSE,"Same","Switch"
"1119",1,2595,"Novel113","Novel113",1,"Novel106","Switch vs. Same",0,4,0,138,2,"Novel98","Novel112",TRUE,FALSE,"Switch","Same"
"1120",0,3588,"Novel89","Novel89",0,"Novel5","Switch vs. Switch",1,2,0,138,2,"Novel74","Novel105",TRUE,FALSE,"Switch","Switch"
"1121",0,1405,"","squirrel",0,"","Practice",0,0,0,139,2,NA,NA,NA,NA,NA,NA
"1122",0,1044,"","squirrel",0,"","Practice",0,0,0,139,2,NA,NA,NA,NA,NA,NA
"1123",0,876,"","tomato",0,"","Practice",0,0,0,139,2,NA,NA,NA,NA,NA,NA
"1124",1,741,"","tomato",0,"","Practice",0,0,0,139,2,NA,NA,NA,NA,NA,NA
"1125",0,1052,"Novel39","Novel78",0,"Novel78","Same vs. Same",1,0,0,139,2,"Novel24","Novel105",TRUE,FALSE,"Same","Same"
"1126",1,678,"Novel81","Novel35",0,"Novel35","Same vs. Switch",1,6,1,139,2,"Novel29","Novel88",TRUE,FALSE,"Same","Switch"
"1127",0,1852,"Novel48","Novel48",0,"Novel37","Switch vs. Same",1,4,0,139,2,"Novel127","Novel111",TRUE,FALSE,"Switch","Same"
"1128",0,4503,"Novel52","Novel138",0,"Novel45","Switch vs. Switch",1,2,1,139,2,"Novel95","Novel138",FALSE,TRUE,"Switch","Switch"
"1129",0,1375,"","squirrel",0,"","Practice",0,0,0,140,4,NA,NA,NA,NA,NA,NA
"1130",0,989,"","squirrel",0,"","Practice",0,0,0,140,4,NA,NA,NA,NA,NA,NA
"1131",1,1040,"","tomato",0,"","Practice",0,0,0,140,4,NA,NA,NA,NA,NA,NA
"1132",2,1381,"","tomato",0,"","Practice",0,0,0,140,4,NA,NA,NA,NA,NA,NA
"1133",3,1763,"Novel65","Novel34",3,"Novel11","Same vs. Same",0,2,1,140,4,"Novel34","Novel136",FALSE,TRUE,"Same","Same"
"1134",2,2785,"Novel31","Novel69",0,"Novel69","Same vs. Switch",2,4,1,140,4,"Novel74","Novel75",TRUE,FALSE,"Same","Switch"
"1135",0,3370,"Novel3","Novel3",3,"Novel66","Switch vs. Same",1,0,0,140,4,"Novel105","Novel48",TRUE,FALSE,"Switch","Same"
"1136",2,3470,"Novel80","Novel109",2,"Novel87","Switch vs. Switch",0,6,0,140,4,"Novel124","Novel103",FALSE,FALSE,"Switch","Switch"
"1137",0,1573,"","squirrel",0,"","Practice",0,0,1,141,2,NA,NA,NA,NA,NA,NA
"1138",0,1016,"","squirrel",0,"","Practice",0,0,1,141,2,NA,NA,NA,NA,NA,NA
"1139",0,1044,"","tomato",0,"","Practice",0,0,1,141,2,NA,NA,NA,NA,NA,NA
"1140",1,1106,"","tomato",0,"","Practice",0,0,1,141,2,NA,NA,NA,NA,NA,NA
"1141",1,930,"Novel85","Novel51",0,"Novel51","Same vs. Same",1,6,1,141,2,"Novel3","Novel101",TRUE,FALSE,"Same","Same"
"1142",0,967,"Novel53","Novel35",0,"Novel35","Same vs. Switch",1,2,0,141,2,"Novel19","Novel105",TRUE,FALSE,"Same","Switch"
"1143",1,1393,"Novel86","Novel131",1,"Novel127","Switch vs. Same",0,0,1,141,2,"Novel131","Novel46",FALSE,TRUE,"Switch","Same"
"1144",1,1541,"Novel27","Novel84",0,"Novel134","Switch vs. Switch",1,4,0,141,2,"Novel4","Novel84",FALSE,TRUE,"Switch","Switch"
"1145",0,2256,"","squirrel",0,"","Practice",0,0,1,142,2,NA,NA,NA,NA,NA,NA
"1146",0,872,"","squirrel",0,"","Practice",0,0,1,142,2,NA,NA,NA,NA,NA,NA
"1147",0,1067,"","tomato",0,"","Practice",0,0,1,142,2,NA,NA,NA,NA,NA,NA
"1148",1,700,"","tomato",0,"","Practice",0,0,1,142,2,NA,NA,NA,NA,NA,NA
"1149",0,1108,"Novel115","Novel4",1,"Novel4","Same vs. Same",0,0,1,142,2,"Novel88","Novel136",TRUE,FALSE,"Same","Same"
"1150",0,2195,"Novel128","Novel130",1,"Novel27","Same vs. Switch",0,6,0,142,2,"Novel16","Novel130",FALSE,TRUE,"Same","Switch"
"1151",1,1589,"Novel131","Novel131",1,"Novel34","Switch vs. Same",0,4,0,142,2,"Novel19","Novel73",TRUE,FALSE,"Switch","Same"
"1152",0,2189,"Novel48","Novel40",0,"Novel102","Switch vs. Switch",1,2,1,142,2,"Novel96","Novel40",FALSE,TRUE,"Switch","Switch"
"1153",0,1626,"","squirrel",0,"","Practice",0,0,1,143,4,NA,NA,NA,NA,NA,NA
"1154",0,1563,"","squirrel",0,"","Practice",0,0,1,143,4,NA,NA,NA,NA,NA,NA
"1155",1,1330,"","tomato",0,"","Practice",0,0,1,143,4,NA,NA,NA,NA,NA,NA
"1156",2,726,"","tomato",0,"","Practice",0,0,1,143,4,NA,NA,NA,NA,NA,NA
"1157",1,2471,"Novel49","Novel67",3,"Novel67","Same vs. Same",0,4,0,143,4,"Novel133","Novel50",TRUE,FALSE,"Same","Same"
"1158",1,3714,"Novel32","Novel60",2,"Novel60","Same vs. Switch",1,6,1,143,4,"Novel39","Novel140",TRUE,FALSE,"Same","Switch"
"1159",1,6769,"Novel82","Novel82",1,"Novel48","Switch vs. Same",2,2,0,143,4,"Novel93","Novel85",TRUE,FALSE,"Switch","Same"
"1160",1,3783,"Novel41","Novel41",2,"Novel6","Switch vs. Switch",1,0,1,143,4,"Novel130","Novel27",TRUE,FALSE,"Switch","Switch"
"1161",0,4506,"","squirrel",0,"","Practice",0,0,1,144,2,NA,NA,NA,NA,NA,NA
"1162",0,1047,"","squirrel",0,"","Practice",0,0,1,144,2,NA,NA,NA,NA,NA,NA
"1163",0,920,"","tomato",0,"","Practice",0,0,1,144,2,NA,NA,NA,NA,NA,NA
"1164",1,1063,"","tomato",0,"","Practice",0,0,1,144,2,NA,NA,NA,NA,NA,NA
"1165",1,997,"Novel139","Novel41",0,"Novel41","Same vs. Same",1,6,1,144,2,"Novel73","Novel118",TRUE,FALSE,"Same","Same"
"1166",0,2710,"Novel65","Novel35",1,"Novel111","Same vs. Switch",0,2,0,144,2,"Novel70","Novel35",FALSE,TRUE,"Same","Switch"
"1167",0,1208,"Novel24","Novel24",0,"Novel39","Switch vs. Same",1,4,0,144,2,"Novel135","Novel102",TRUE,FALSE,"Switch","Same"
"1168",1,4377,"Novel129","Novel98",1,"Novel109","Switch vs. Switch",0,0,1,144,2,"Novel88","Novel98",FALSE,TRUE,"Switch","Switch"
"1169",0,2460,"","squirrel",0,"","Practice",0,0,0,145,2,NA,NA,NA,NA,NA,NA
"1170",0,3378,"","squirrel",0,"","Practice",0,0,0,145,2,NA,NA,NA,NA,NA,NA
"1171",0,1512,"","tomato",0,"","Practice",0,0,0,145,2,NA,NA,NA,NA,NA,NA
"1172",1,1527,"","tomato",0,"","Practice",0,0,0,145,2,NA,NA,NA,NA,NA,NA
"1173",0,1481,"Novel2","Novel36",0,"Novel36","Same vs. Same",1,0,0,145,2,"Novel55","Novel16",TRUE,FALSE,"Same","Same"
"1174",1,2085,"Novel62","Novel139",1,"Novel139","Same vs. Switch",0,4,0,145,2,"Novel108","Novel32",TRUE,FALSE,"Same","Switch"
"1175",1,1571,"Novel11","Novel11",0,"Novel85","Switch vs. Same",1,6,1,145,2,"Novel83","Novel9",TRUE,FALSE,"Switch","Same"
"1176",1,4523,"Novel101","Novel101",0,"Novel59","Switch vs. Switch",1,2,1,145,2,"Novel76","Novel123",TRUE,FALSE,"Switch","Switch"
"1177",0,1946,"","squirrel",0,"","Practice",0,0,1,146,4,NA,NA,NA,NA,NA,NA
"1178",0,2367,"","squirrel",0,"","Practice",0,0,1,146,4,NA,NA,NA,NA,NA,NA
"1179",1,2180,"","tomato",0,"","Practice",0,0,1,146,4,NA,NA,NA,NA,NA,NA
"1180",2,1005,"","tomato",0,"","Practice",0,0,1,146,4,NA,NA,NA,NA,NA,NA
"1181",3,1113,"Novel125","Novel42",1,"Novel42","Same vs. Same",2,2,0,146,4,"Novel95","Novel99",TRUE,FALSE,"Same","Same"
"1182",2,3379,"Novel101","Novel19",0,"Novel19","Same vs. Switch",1,6,0,146,4,"Novel47","Novel51",TRUE,FALSE,"Same","Switch"
